State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,WIC Program,Nutrition,"Women, Infants, and Children (WIC) provides access to healthy food, nutrition education, breastfeeding support and more.","Pregnant women, new mothers, infants",Not specified,Not specified,Not specified,Yes,https://sf.gov/information/wic-clinic-hours-and-locations,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,Family Planning Program,Reproductive Health,"The family planning program supports clinics in the SF Health Network, providing resources and education for reproductive health.",Individuals seeking family planning services,Not specified,Not specified,Not specified,Yes,https://www.sf.gov/information--family-planning-program/,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,"Maternal, Child, and Adolescent Health",Maternal Child Health,We provide services to pregnant people and families with children and we collaborate with health professionals to improve care.,Pregnant people and families with children,Not specified,Not specified,Not specified,Unknown,https://www.sf.gov/child-care-health-program-cchp/,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,San Francisco Black Infant Health Program,Health Equity,Our goal at SF Black Infant Health is to improve Black infant and maternal health. We empower Black or African American pregnant people to make healthy choices for a brighter future.,Black or African American pregnant people,Not specified,Not specified,Not specified,No,https://www.sf.gov/departments/san-francisco-black-infant-health-program,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,Nurse home visiting program,Home Visiting,Public health nurse visits for pregnant women and new mothers to support healthy pregnancies and parenting.,Pregnant women and women who had a baby,Live in San Francisco and meet income requirements,"Call the Maternal, Child and Adolescent Health division to sign up",Not specified,Yes,https://www.sf.gov/nurse-home-visiting-program/,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,"Women, Infants, and Children (WIC) Supplemental Nutrition Program",Nutrition,"WIC serves babies and children up to age 5, pregnant people, and new mothers by providing nutrition education, WIC card to purchase healthy foods, breastfeeding support, and referrals to healthcare and community services.","Pregnant people, new mothers, infants",Not specified,Not specified,Not specified,Yes,https://www.sf.gov/departments/department-public-health/maternal-child-and-adolescent-health#main-content,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,Nurse Home Visiting Program,Home Visiting,"If you are pregnant or have a new baby, a public health nurse can visit you at home.","Pregnant people, new mothers",Not specified,Not specified,Not specified,Unknown,https://www.sf.gov/departments/department-public-health/maternal-child-and-adolescent-health#main-content,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,San Francisco Black Infant Health Program,Health Equity,Our goal is to improve black infant and maternal health by empowering Black or African American pregnant people to make healthy choices.,Black or African American pregnant people,Not specified,Not specified,Not specified,Unknown,https://www.sf.gov/departments/department-public-health/maternal-child-and-adolescent-health#main-content,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,Family Planning Program,Reproductive Health,Family planning empowers people to choose if and when they have children.,Individuals seeking family planning services,Not specified,Not specified,Not specified,Unknown,https://www.sf.gov/departments/department-public-health/maternal-child-and-adolescent-health#main-content,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
California,San Francisco,https://sf.gov/,Not found,Not found,Not found,Teenage Pregnancy and Parenting Program (TAPP),Maternal Child Health | Adolescent Health | Home Visiting,"The Teenage Pregnancy and Parenting program (TAPP) provides comprehensive case management for expectant and parenting teens, focusing on their unique needs and offering a wide range of support services.",Young parents under the age of 19 with children aged 8 and under,Under 19 years old and parenting children aged 8 and under,"Complete the Client Referral Form and submit it via email, fax, or in-person.",Not specified,Unknown,https://www.sf.gov/teenage-pregnancy-and-parenting-program/,2026-03-16,Swindar,"Not a maternal health program Data extracted from the WIC clinic information page. Program focuses on family planning, which is a component of maternal health. Extracted program related to maternal health. Data extracted from the San Francisco Black Infant Health Program page. Data extracted from the provided content. Extracted relevant maternal health programs from the provided content. Data extracted from the provided content. Data extracted from the provided content."
