State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,WIC,Tier 1 — Universal,"Special Supplemental Nutrition Program for Women, Infants, and Children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://www.inyocounty.us/risk/claims-against-county,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,AIM,Tier 3 — Selective,Alliance for Innovation on Maternal Health.,Birthing hospitals and obstetric providers; indirectly serves all pregnant women.,Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/risk/claims-against-county,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,WIC,Tier 1 — Universal,"WIC serves low-to-moderate income families including pregnant women, breastfeeding mothers, and children up to age five.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Participants must meet WIC income guidelines.,"To see if you are eligible for the WIC program, call us at (760) 872-1885.",Not specified,Yes,https://www.inyocounty.us/services/health-human-services/public-health-and-prevention-division/wic/do-i-qualify,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Home Visiting,Tier 2 — State-wide,Home Visiting program provides support to families through home visits.,Pregnant women and parents with children 0-5 in at-risk communities.,Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/first5,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,WIC,Tier 1 — Universal,"Special Supplemental Nutrition Program for Women, Infants, and Children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://www.inyocounty.us/first5,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Maternal Child & Adolescent Health (MCAH),Tier 2 — State-wide,"The Maternal, Child, and Adolescent Health (MCAH) Program is dedicated to developing systems that protect and improve the health of women, infants, children, adolescents, and their families.","Women, infants, children, adolescents, and families",Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/public-health-clinic/maternal-child-adolescent-health-mcah,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,WIC,Tier 1 — Universal,"The WIC program provides nutritional support and education to low-income pregnant, postpartum, and breastfeeding women, as well as infants and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Income eligibility criteria apply,Contact local WIC office for application,Proof of income and residency,Yes,https://www.inyocounty.us/public-health-clinic/maternal-child-adolescent-health-mcah,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,WIC,Tier 1 — Universal,"Special Supplemental Nutrition Program for Women, Infants, and Children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://www.inyocounty.us/services/treasurer-tax-collector/mining-claimsinformation,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Maternal Child & Adolescent Health (MCAH),Tier 2 — State-wide,Title V Maternal and Child Health Services Block Grant.,"Pregnant women, mothers, infants, children including those with special health care needs.",Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/services/treasurer-tax-collector/mining-claimsinformation,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Alliance for Innovation on Maternal Health,Tier 3 — Selective,Alliance for Innovation on Maternal Health.,Birthing hospitals and obstetric providers; indirectly serves all pregnant women.,Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/services/treasurer-tax-collector/mining-claimsinformation,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,WIC,Tier 1 — Universal,"Special Supplemental Nutrition Program for Women, Infants, and Children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://www.inyocounty.us/behavioral-health/quality-improvement,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Parents as Teachers,Tier 3 — Selective,Parents as Teachers program provides support and education for expectant parents and families with young children.,Expectant parents and families with children from birth through age 3.,Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/behavioral-health/quality-improvement,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Alliance for Innovation on Maternal Health,Tier 3 — Selective,AIM focuses on improving maternal health safety and quality in birthing hospitals.,Birthing hospitals and obstetric providers.,Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/behavioral-health/quality-improvement,2026-03-16,Swindar,
California,Inyo,https://www.inyocounty.us/,Health & Human Services,klent@inyocounty.us,760.872.2908,Maternal Child & Adolescent Health (MCAH),Tier 2 — State-wide,MCAH provides services to improve the health of mothers and children.,"Pregnant women, mothers, infants, children including those with special health care needs.",Not specified,Not specified,Not specified,Unknown,https://www.inyocounty.us/behavioral-health/quality-improvement,2026-03-16,Swindar,
