State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,CPSP Program Trainings,Selective,"The trainings include an overview of the CPSP program, along with an in-depth explanation on how to complete the LA County's protocols and assessment forms.",CPSP providers and their clients/patients,Not specified,Not specified,Not specified,Unknown,https://admin.publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_training.htm,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,African American Infant and Maternal Mortality Prevention Initiative (AAIMM),Maternal Health,"The AAIMM Doula Program provides culturally competent, complimentary support to Black/African American pregnant residents of LA County.",Black/African American pregnant residents of LA County,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/#main-content,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Black Infant Health,Maternal Health,Prenatal and postpartum services for black women 16 years or older to encourage healthy behaviors during pregnancy.,Black women 16 years or older,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/#main-content,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Comprehensive Perinatal Services Program,Maternal Health,Statewide comprehensive perinatal services program offering technical support and resources to LA County providers.,Pregnant women and providers in LA County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Home Visiting Programs,Maternal Health,"From pregnancy through age 5, our FREE home visiting programs bring support right to you.",Pregnant women and families with children up to age 5,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/#main-content,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Nurse Family Partnership (NFP),Tier 3 — Selective,The Nurse-Family Partnership (NFP) Program is an evidence-based model program that helps young women take better care of themselves and their babies.,"High-risk, low-income pregnant youth/women living in poverty.",Not specified,Families are followed and supported using an intensive home visiting schedule until the child reaches the age of 2 years old.,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Parents as Teachers (PAT),Tier 3 — Selective,Parents as Teachers (PAT) is a home-visiting program that provides parents and caregivers with information and support to help them become their child’s first and most important teacher.,Parents and caregivers of children from birth to age 5.,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Healthy Families America (HFA),Tier 3 — Selective,"Healthy Families America (HFA) is a nationally recognized, evidence-based home visiting program aimed at preventing child abuse and neglect by providing support to parents during the critical early years of their child's development.",Families with newborns up to 3 months.,Families are eligible to receive HFA services beginning prenatally or within three months of birth.,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Project HOPE,UNMATCHED,"Project HOPE is a pilot program to support families experiencing homelessness, providing essential support during pregnancy and the early stages of childbearing.",Families experiencing homelessness.,Unhoused or unstable housing & at least ONE of the following criteria need to be met: Pregnant or Parenting with children through age 4.,Complete the Confidential Referral Form and submit via email.,Confidential Referral Form,Unknown,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County,cpsp@ph.lacounty.gov,(213) 639-6400,Black Infant Health,Tier 3 — Selective,A program aimed at addressing the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-04-20,Swindar,The program mentioned is unmatched and lacks detailed information. The program does not match any registry program_id.
