State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Healthy Families Stanislaus,Tier 3 — Selective,"Healthy Families Stanislaus provides support for families with newborns up to 3 months, focusing on stress and risk-factor screening at birth.",Families with newborns up to 3 months,Not specified,Not specified,Not specified,Yes,https://www.schsa.org/PublicHealth/programs/maternal-child-adolescent-health/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Nurse-Family Partnership,Tier 3 — Selective,"Nurse-Family Partnership offers home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women",Enrolled by 28 weeks gestation,Not specified,Not specified,Yes,https://www.schsa.org/PublicHealth/programs/maternal-child-adolescent-health/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Comprehensive Perinatal Services Program,Tier 3 — Selective,This program provides comprehensive services for pregnant women to ensure healthy pregnancies and births.,Pregnant women,Not specified,Not specified,Not specified,Yes,https://www.schsa.org/PublicHealth/programs/maternal-child-adolescent-health/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,WIC at Farmers' Market,Tier 1 — Universal,"WIC families can use the California WIC Card to shop at local WIC authorized farmers' markets, allowing them to buy fresh fruits and vegetables directly from farmers.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Must be currently enrolled in the WIC program,Apply for WIC or renew your WIC account by contacting via phone or text,Not specified,Yes,https://www.schsa.org/publichealth/programs/wic/wic-farmers-market.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Sudden Infant Death Syndrome (SIDS),Maternal and Infant Health,The SIDS Program helps families or caregivers cope with SIDS/SUID related deaths and educates on the importance of safe sleep environments.,Families or caregivers of infants,Not specified,Not specified,Not specified,No,https://www.schsa.org/PublicHealth/programs/sudden-infant-death-syndrome-sids,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Healthy Families Stanislaus (HFS),Tier 2 — State-wide,Healthy Families Stanislaus is a free and voluntary home-visiting program offering support to families who are pregnant or parenting newborns and children.,Families who are pregnant or parenting newborns and children.,"To be eligible for this program, you must be pregnant, or your infant must be under three months of age.",Not specified,Not specified,No,https://www.schsa.org/PublicHealth/programs/healthy-families-stanislaus/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,"Women, Infants and Children",Tier 1 — Universal,"The Women, Infants and Children program provides nutritional support and education to low-income pregnant, postpartum, and breastfeeding women, as well as infants and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Not specified,Not specified,Not specified,Yes,https://www.schsa.org/publichealth/programs/wic/bfc.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Medi-Cal program,Tier 1 — Universal,The Medi-Cal program provides prenatal and pregnancy coverage for eligible individuals.,Pregnant individuals meeting income thresholds,Varies by state expansion status,Not specified,Not specified,Yes,https://www.schsa.org/publichealth/programs/wic/bfc.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Parents as Teachers,Tier 3 — Selective,Parents as Teachers is a program that provides home visits and education for expectant parents and families with young children.,Expectant parents and families with children from birth through age 3,Not specified,Not specified,Not specified,Unknown,https://www.schsa.org/publichealth/programs/wic/bfc.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Alliance for Innovation on Maternal Health,Tier 3 — Selective,The Alliance for Innovation on Maternal Health focuses on improving maternal safety and quality of care in birthing hospitals.,Birthing hospitals and obstetric providers,Not specified,Not specified,Not specified,Unknown,https://www.schsa.org/publichealth/programs/wic/bfc.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,"Women, Infants and Children (WIC)",Tier 1 — Universal,"The WIC program provides nutritional support and education to low-income pregnant, postpartum, and breastfeeding women, as well as infants and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Income guidelines apply,Call or text to schedule an appointment,Not specified,Yes,https://www.schsa.org/publichealth/programs/wic/offices.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,WIC Pre-Online Application,Tier 1 — Universal,"WIC provides nutritional assistance and education to low-income pregnant, postpartum, and breastfeeding women, as well as infants and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Household size and income to determine eligibility,Apply online or contact a WIC counselor by phone or text,"Proof of ID, proof of address, proof of household wages",Yes,https://www.schsa.org/publichealth/programs/wic/wic-pre-online-appl.shtm,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,WIC,Tier 1 — Universal,"The WIC program provides nutritional support and education for women, infants, and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Not specified,Not specified,Not specified,Yes,https://www.schsa.org/pages/community-board/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Federally Qualified Health Centers - Prenatal/Maternal Care,Tier 1 — Universal,Provides comprehensive prenatal and maternal care services to underserved populations.,"Uninsured, underinsured, and low-income patients",Not specified,Not specified,Not specified,Yes,https://www.schsa.org/pages/community-board/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Alliance for Innovation on Maternal Health,Tier 3 — Selective,AIM focuses on improving maternal health safety and quality in birthing hospitals.,Birthing hospitals and obstetric providers,Not specified,Not specified,Not specified,Unknown,https://www.schsa.org/pages/community-board/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Parents as Teachers,Tier 3 — Selective,Supports expectant parents and families with young children through home visits.,Expectant parents and families with children from birth through age 3,Not specified,Not specified,Not specified,Unknown,https://www.schsa.org/pages/community-board/,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,High Risk Maternal and Child Health Program,Tier 2 — State-wide,"The program serves families, pregnant women, teens, and adults throughout Stanislaus County through home visitation programs.","Families with medically high-risk infants or children, and those struggling with social issues.",Not specified,Not specified,Not specified,Yes,https://www.schsa.org/PublicHealth/programs/high-risk-maternal-and-child-health,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,WIC,Tier 1 — Universal,"WIC provides nutritional support and education for low-income pregnant, postpartum, and breastfeeding women, as well as infants and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://www.schsa.org/PublicHealth/programs/high-risk-maternal-and-child-health,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
California,Stanislaus,https://www.stancounty.com/,Stanislaus County Health Services Agency,Connect@schsa.org,(209) 558-7000,Parents as Teachers,Tier 3 — Selective,This program provides parent educator home visits to expectant parents and families with children from birth through age 3.,Expectant parents and families with children from birth through age 3.,Not specified,Not specified,Not specified,Unknown,https://www.schsa.org/PublicHealth/programs/high-risk-maternal-and-child-health,2026-04-20,Swindar,The program does not match any specific program_id from the registry.
