State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,Imperial,https://www.co.imperial.ca.us/,Imperial County Public Health Department,Not found,(442) 265-1444,Perinatal Services,Tier 2 — State-wide,The Perinatal Services Coordinator is available to assist you in finding a medical provider during pregnancy.,Pregnant individuals,Not specified,Not specified,Not specified,Unknown,https://www.icphd.org/health-information-and-resources/maternal-child-adolescent-health/pregnancy,2026-04-20,Swindar,
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,WIC Locations,Tier 1 — Universal,"Special Supplemental Nutrition Program for Women, Infants, and Children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://www.ochealthinfo.com/services-programs/pregnancy-and-parenting/women-infants-children-wic/wic-locations,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Parents as Teachers,Selective,The program focuses on providing support and education to expectant parents and families with young children.,Expectant parents and families with children from birth through age 3 (or 5 in some cases),Not specified,Not specified,Not specified,Unknown,https://www.ochealthinfo.com/services/community-and-nursing-services/maternal-child-and-adolescent-health-mcah/orange-county,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Perinatal Mental Health,Tier 3 — Selective,"Perinatal Mental Health conditions can occur during pregnancy and postpartum, affecting the mental health of mothers and their partners.",Pregnant and postpartum individuals experiencing mental health challenges,Not specified,Not specified,Not specified,Unknown,https://www.ochealthinfo.com/phs/about/family/mcah/pmad,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Parents as Teachers,Tier 3 — Selective,A program that provides home visits to expectant parents and families with young children to support their development.,Expectant parents and families with children from birth through age 3,Not specified,Not specified,Not specified,Unknown,https://www.ochealthinfo.com/phs/about/family/mcah/pmad,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,"Special Supplemental Nutrition Program for Women, Infants, and Children",Tier 1 — Universal,"The WIC program provides nutritional support and education for women, infants, and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children",Not specified,Fill the application form or call to schedule an appointment,Not specified,Yes,https://www.ochealthinfo.com/services-programs/pregnancy-and-parenting/women-infants-children-wic/how-apply,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Car Seat Safety Program,Maternal Health,Provides free car seats and educational resources for low-income families to ensure child passenger safety.,Low-income families with children,"Participation in WIC, Medi-Cal, CalWORKs, CalFresh, Free and Reduced Priced School Lunch Program",Not specified,Not specified,Yes,https://www.ochealthinfo.com/services-programs/pregnancy-and-parenting/child-safety/buckle-oc-car-seat-safety,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Comprehensive Perinatal Services Program (CPSP),Tier 1,The Comprehensive Perinatal Services Program (CPSP) provides enhanced prenatal care to improve outcomes for low-income pregnant women and their infants in California through enhanced prenatal care.,Low-income pregnant women and their infants,Providers must complete a formal application process and be certified by the State Department of Public Health.,Call the Orange County Perinatal Services Coordinator office at 714-834-8227 for more information.,Not specified,Yes,https://www.ochealthinfo.com/services/community-and-nursing-services/maternal-child-and-adolescent-health-mcah/comprehensive,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Services for WIC Participants & Partners,Tier 1 — Universal,The program supports efforts to make breastfeeding the main method of infant feeding and nutrition for at least the first six months of life.,"Low-income pregnant, postpartum, and breastfeeding women; infants and children",Not specified,Not specified,Not specified,Yes,https://www.ochealthinfo.com/phs/about/family/mcah/b,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
California,Orange,https://www.ocgov.com/,Orange County Health Care Agency,PublicHealthNursing@ochca.com,1017931606,Sudden Infant Death Syndrome (SIDS) Program,Selective,"The Sudden Infant Death Syndrome (SIDS) Program provides home visit follow-ups with assessment, information, counseling, and referral to all families, childcare providers, and foster parents who experience a SIDS death.","Families, childcare providers, and foster parents who experience a SIDS death.",Not specified,Not specified,Not specified,Unknown,https://www.ochealthinfo.com/phs/about/family/mcah/sids,2026-04-20,Swindar,The program does not directly match any specific maternal health program in the registry. No matching program_id found in the registry.
